inventory_id,date,product_id,warehouse_id,stock_on_hand,stock_allocated,stock_on_order
INV0019640,2026-06-22,PROD0088,WH05,378,54,0
INV0019641,2026-06-22,PROD0089,WH01,248,36,0
INV0019642,2026-06-22,PROD0089,WH02,164,7,0
INV0019643,2026-06-22,PROD0089,WH03,127,15,0
INV0019644,2026-06-22,PROD0089,WH04,260,12,0
INV0019645,2026-06-22,PROD0089,WH05,148,8,0
INV0019646,2026-06-22,PROD0090,WH01,112,2,0
INV0019647,2026-06-22,PROD0090,WH02,289,20,0
INV0019648,2026-06-22,PROD0090,WH03,272,40,0
INV0019649,2026-06-22,PROD0090,WH04,192,15,0
INV0019650,2026-06-22,PROD0090,WH05,438,57,0
INV0019651,2026-06-22,PROD0091,WH01,227,17,0
INV0019652,2026-06-22,PROD0091,WH02,92,5,0
INV0019653,2026-06-22,PROD0091,WH03,172,7,0
INV0019654,2026-06-22,PROD0091,WH04,61,2,0
INV0019655,2026-06-22,PROD0091,WH05,191,15,0
INV0019656,2026-06-22,PROD0092,WH01,188,16,0
INV0019657,2026-06-22,PROD0092,WH02,209,2,0
INV0019658,2026-06-22,PROD0092,WH03,138,14,0
INV0019659,2026-06-22,PROD0092,WH04,85,7,0
INV0019660,2026-06-22,PROD0092,WH05,260,2,0
INV0019661,2026-06-22,PROD0093,WH01,85,5,0
INV0019662,2026-06-22,PROD0093,WH02,208,31,0
INV0019663,2026-06-22,PROD0093,WH03,142,1,0
INV0019664,2026-06-22,PROD0093,WH04,169,1,0
INV0019665,2026-06-22,PROD0093,WH05,191,15,0
INV0019666,2026-06-22,PROD0094,WH01,31,3,0
INV0019667,2026-06-22,PROD0094,WH02,488,16,0
INV0019668,2026-06-22,PROD0094,WH03,229,5,0
INV0019669,2026-06-22,PROD0094,WH04,202,20,0
INV0019670,2026-06-22,PROD0094,WH05,61,3,0
INV0019671,2026-06-22,PROD0095,WH01,146,12,0
INV0019672,2026-06-22,PROD0095,WH02,254,0,0
INV0019673,2026-06-22,PROD0095,WH03,153,0,0
INV0019674,2026-06-22,PROD0095,WH04,263,17,0
INV0019675,2026-06-22,PROD0095,WH05,388,15,0
INV0019676,2026-06-22,PROD0096,WH01,248,19,0
INV0019677,2026-06-22,PROD0096,WH02,57,2,0
INV0019678,2026-06-22,PROD0096,WH03,171,4,0
INV0019679,2026-06-22,PROD0096,WH04,286,7,0
INV0019680,2026-06-22,PROD0096,WH05,401,5,0
INV0019681,2026-06-22,PROD0097,WH01,259,11,0
INV0019682,2026-06-22,PROD0097,WH02,150,8,0
INV0019683,2026-06-22,PROD0097,WH03,21,2,0
INV0019684,2026-06-22,PROD0097,WH04,211,0,0
INV0019685,2026-06-22,PROD0097,WH05,84,9,0
INV0019686,2026-06-22,PROD0098,WH01,541,19,0
INV0019687,2026-06-22,PROD0098,WH02,79,6,0
INV0019688,2026-06-22,PROD0098,WH03,160,14,0
INV0019689,2026-06-22,PROD0098,WH04,153,14,0
INV0019690,2026-06-22,PROD0098,WH05,354,31,0
INV0019691,2026-06-22,PROD0099,WH01,256,13,0
INV0019692,2026-06-22,PROD0099,WH02,49,1,0
INV0019693,2026-06-22,PROD0099,WH03,66,8,0
INV0019694,2026-06-22,PROD0099,WH04,262,10,0
INV0019695,2026-06-22,PROD0099,WH05,235,23,0
INV0019696,2026-06-22,PROD0100,WH01,254,36,0
INV0019697,2026-06-22,PROD0100,WH02,270,24,0
INV0019698,2026-06-22,PROD0100,WH03,158,13,0
INV0019699,2026-06-22,PROD0100,WH04,242,8,0
INV0019700,2026-06-22,PROD0100,WH05,309,27,0
INV0019701,2026-06-22,PROD0101,WH01,176,12,0
INV0019702,2026-06-22,PROD0101,WH02,246,36,0
INV0019703,2026-06-22,PROD0101,WH03,142,18,0
INV0019704,2026-06-22,PROD0101,WH04,259,13,0
INV0019705,2026-06-22,PROD0101,WH05,321,45,0
INV0019706,2026-06-22,PROD0102,WH01,206,25,0
INV0019707,2026-06-22,PROD0102,WH02,48,7,0
INV0019708,2026-06-22,PROD0102,WH03,202,21,0
INV0019709,2026-06-22,PROD0102,WH04,273,39,0
INV0019710,2026-06-22,PROD0102,WH05,340,21,0
INV0019711,2026-06-22,PROD0103,WH01,146,3,0
INV0019712,2026-06-22,PROD0103,WH02,215,26,0
INV0019713,2026-06-22,PROD0103,WH03,241,31,0
INV0019714,2026-06-22,PROD0103,WH04,189,2,0
INV0019715,2026-06-22,PROD0103,WH05,228,31,0
INV0019716,2026-06-22,PROD0104,WH01,87,3,0
INV0019717,2026-06-22,PROD0104,WH02,61,0,0
INV0019718,2026-06-22,PROD0104,WH03,156,4,0
INV0019719,2026-06-22,PROD0104,WH04,276,21,0
INV0019720,2026-06-22,PROD0104,WH05,110,14,0
INV0019721,2026-06-22,PROD0105,WH01,125,9,0
INV0019722,2026-06-22,PROD0105,WH02,207,20,0
INV0019723,2026-06-22,PROD0105,WH03,66,2,0
INV0019724,2026-06-22,PROD0105,WH04,238,28,0
INV0019725,2026-06-22,PROD0105,WH05,200,16,0
INV0019726,2026-06-22,PROD0106,WH01,143,3,0
INV0019727,2026-06-22,PROD0106,WH02,191,8,0
INV0019728,2026-06-22,PROD0106,WH03,244,28,0
INV0019729,2026-06-22,PROD0106,WH04,129,18,0
INV0019730,2026-06-22,PROD0106,WH05,86,7,0
INV0019731,2026-06-22,PROD0107,WH01,164,1,0
INV0019732,2026-06-22,PROD0107,WH02,71,1,0
INV0019733,2026-06-22,PROD0107,WH03,140,7,0
INV0019734,2026-06-22,PROD0107,WH04,96,4,0
INV0019735,2026-06-22,PROD0107,WH05,291,36,0
INV0019736,2026-06-22,PROD0108,WH01,280,18,0
INV0019737,2026-06-22,PROD0108,WH02,185,9,0
INV0019738,2026-06-22,PROD0108,WH03,22,3,0
INV0019739,2026-06-22,PROD0108,WH04,114,12,0
INV0019740,2026-06-22,PROD0108,WH05,411,24,0
INV0019741,2026-06-22,PROD0109,WH01,51,2,0
INV0019742,2026-06-22,PROD0109,WH02,132,2,0
INV0019743,2026-06-22,PROD0109,WH03,151,13,0
INV0019744,2026-06-22,PROD0109,WH04,248,33,0
INV0019745,2026-06-22,PROD0109,WH05,326,18,0
INV0019746,2026-06-22,PROD0110,WH01,152,5,0
INV0019747,2026-06-22,PROD0110,WH02,52,7,0
INV0019748,2026-06-22,PROD0110,WH03,86,1,0
INV0019749,2026-06-22,PROD0110,WH04,73,9,0
INV0019750,2026-06-22,PROD0110,WH05,261,16,0
INV0019751,2026-06-22,PROD0111,WH01,198,4,0
INV0019752,2026-06-22,PROD0111,WH02,167,14,0
INV0019753,2026-06-22,PROD0111,WH03,51,4,0
INV0019754,2026-06-22,PROD0111,WH04,116,9,0
INV0019755,2026-06-22,PROD0111,WH05,76,8,0
INV0019756,2026-06-22,PROD0112,WH01,191,25,0
INV0019757,2026-06-22,PROD0112,WH02,189,16,0
INV0019758,2026-06-22,PROD0112,WH03,104,10,0
INV0019759,2026-06-22,PROD0112,WH04,179,10,0
INV0019760,2026-06-22,PROD0112,WH05,290,26,0
INV0019761,2026-06-22,PROD0113,WH01,510,10,0
INV0019762,2026-06-22,PROD0113,WH02,230,18,0
INV0019763,2026-06-22,PROD0113,WH03,124,17,0
INV0019764,2026-06-22,PROD0113,WH04,177,3,0
INV0019765,2026-06-22,PROD0113,WH05,150,7,0
INV0019766,2026-06-22,PROD0114,WH01,209,12,0
INV0019767,2026-06-22,PROD0114,WH02,262,39,0
INV0019768,2026-06-22,PROD0114,WH03,133,1,0
INV0019769,2026-06-22,PROD0114,WH04,135,12,0
INV0019770,2026-06-22,PROD0114,WH05,124,12,0
INV0019771,2026-06-22,PROD0115,WH01,266,39,0
INV0019772,2026-06-22,PROD0115,WH02,145,0,0
INV0019773,2026-06-22,PROD0115,WH03,200,24,0
INV0019774,2026-06-22,PROD0115,WH04,262,19,0
INV0019775,2026-06-22,PROD0115,WH05,153,2,0
INV0019776,2026-06-22,PROD0116,WH01,166,12,0
INV0019777,2026-06-22,PROD0116,WH02,109,10,0
INV0019778,2026-06-22,PROD0116,WH03,10,1,0
INV0019779,2026-06-22,PROD0116,WH04,70,9,0
INV0019780,2026-06-22,PROD0116,WH05,172,25,0
INV0019781,2026-06-22,PROD0117,WH01,104,12,0
INV0019782,2026-06-22,PROD0117,WH02,182,9,0
INV0019783,2026-06-22,PROD0117,WH03,120,4,0
INV0019784,2026-06-22,PROD0117,WH04,289,31,0
INV0019785,2026-06-22,PROD0117,WH05,270,22,0
INV0019786,2026-06-22,PROD0118,WH01,40,0,0
INV0019787,2026-06-22,PROD0118,WH02,202,7,0
INV0019788,2026-06-22,PROD0118,WH03,55,1,0
INV0019789,2026-06-22,PROD0118,WH04,161,10,0
INV0019790,2026-06-22,PROD0118,WH05,42,6,0
INV0019791,2026-06-22,PROD0119,WH01,268,6,0
INV0019792,2026-06-22,PROD0119,WH02,42,3,0
INV0019793,2026-06-22,PROD0119,WH03,83,11,0
INV0019794,2026-06-22,PROD0119,WH04,5,1,0
INV0019795,2026-06-22,PROD0119,WH05,183,17,0
INV0019796,2026-06-22,PROD0120,WH01,254,11,0
INV0019797,2026-06-22,PROD0120,WH02,122,11,0
INV0019798,2026-06-22,PROD0120,WH03,149,19,0
INV0019799,2026-06-22,PROD0120,WH04,38,4,0
INV0019800,2026-06-22,PROD0120,WH05,115,6,0
INV0019801,2026-06-22,PROD0121,WH01,85,3,0
INV0019802,2026-06-22,PROD0121,WH02,264,7,0
INV0019803,2026-06-22,PROD0121,WH03,131,19,0
INV0019804,2026-06-22,PROD0121,WH04,33,2,0
INV0019805,2026-06-22,PROD0121,WH05,212,15,0
INV0019806,2026-06-22,PROD0122,WH01,104,8,0
INV0019807,2026-06-22,PROD0122,WH02,129,6,0
INV0019808,2026-06-22,PROD0122,WH03,127,18,0
INV0019809,2026-06-22,PROD0122,WH04,239,4,0
INV0019810,2026-06-22,PROD0122,WH05,211,9,0
INV0019811,2026-06-22,PROD0123,WH01,42,1,0
INV0019812,2026-06-22,PROD0123,WH02,180,22,0
INV0019813,2026-06-22,PROD0123,WH03,71,9,0
INV0019814,2026-06-22,PROD0123,WH04,141,1,0
INV0019815,2026-06-22,PROD0123,WH05,168,20,0
INV0019816,2026-06-22,PROD0124,WH01,256,5,0
INV0019817,2026-06-22,PROD0124,WH02,184,15,0
INV0019818,2026-06-22,PROD0124,WH03,82,7,0
INV0019819,2026-06-22,PROD0124,WH04,239,35,0
INV0019820,2026-06-22,PROD0124,WH05,409,61,0
INV0019821,2026-06-22,PROD0125,WH01,273,30,0
INV0019822,2026-06-22,PROD0125,WH02,52,8,0
INV0019823,2026-06-22,PROD0125,WH03,189,8,0
INV0019824,2026-06-22,PROD0125,WH04,61,7,0
INV0019825,2026-06-22,PROD0125,WH05,224,6,0
INV0019826,2026-06-22,PROD0126,WH01,188,3,0
INV0019827,2026-06-22,PROD0126,WH02,218,12,0
INV0019828,2026-06-22,PROD0126,WH03,92,12,0
INV0019829,2026-06-22,PROD0126,WH04,254,13,0
INV0019830,2026-06-22,PROD0126,WH05,244,29,0
INV0019831,2026-06-22,PROD0127,WH01,204,9,0
INV0019832,2026-06-22,PROD0127,WH02,94,3,0
INV0019833,2026-06-22,PROD0127,WH03,148,12,0
INV0019834,2026-06-22,PROD0127,WH04,127,17,0
INV0019835,2026-06-22,PROD0127,WH05,117,5,0
INV0019836,2026-06-22,PROD0128,WH01,206,8,0
INV0019837,2026-06-22,PROD0128,WH02,0,0,10
INV0019838,2026-06-22,PROD0128,WH03,137,6,0
INV0019839,2026-06-22,PROD0128,WH04,40,5,0
INV0019840,2026-06-22,PROD0128,WH05,80,5,0
INV0019841,2026-06-23,PROD0001,WH01,58,6,0
INV0019842,2026-06-23,PROD0001,WH02,56,8,0
INV0019843,2026-06-23,PROD0001,WH03,232,20,0
INV0019844,2026-06-23,PROD0001,WH04,120,12,0
INV0019845,2026-06-23,PROD0001,WH05,62,7,0
INV0019846,2026-06-23,PROD0002,WH01,114,11,0
INV0019847,2026-06-23,PROD0002,WH02,159,17,0
INV0019848,2026-06-23,PROD0002,WH03,88,9,0
INV0019849,2026-06-23,PROD0002,WH04,162,8,0
INV0019850,2026-06-23,PROD0002,WH05,311,41,0
INV0019851,2026-06-23,PROD0003,WH01,172,8,0
INV0019852,2026-06-23,PROD0003,WH02,197,16,0
INV0019853,2026-06-23,PROD0003,WH03,165,9,0
INV0019854,2026-06-23,PROD0003,WH04,123,8,0
INV0019855,2026-06-23,PROD0003,WH05,29,3,0
INV0019856,2026-06-23,PROD0004,WH01,194,28,0
INV0019857,2026-06-23,PROD0004,WH02,253,3,0
INV0019858,2026-06-23,PROD0004,WH03,259,6,0
INV0019859,2026-06-23,PROD0004,WH04,131,17,0
INV0019860,2026-06-23,PROD0004,WH05,249,5,0
INV0019861,2026-06-23,PROD0005,WH01,76,7,0
INV0019862,2026-06-23,PROD0005,WH02,191,17,0
INV0019863,2026-06-23,PROD0005,WH03,119,9,0
INV0019864,2026-06-23,PROD0005,WH04,106,12,0
INV0019865,2026-06-23,PROD0005,WH05,300,10,0
INV0019866,2026-06-23,PROD0006,WH01,40,5,0
INV0019867,2026-06-23,PROD0006,WH02,247,25,0
INV0019868,2026-06-23,PROD0006,WH03,221,18,0
INV0019869,2026-06-23,PROD0006,WH04,248,23,0
INV0019870,2026-06-23,PROD0006,WH05,299,40,0
INV0019871,2026-06-23,PROD0007,WH01,221,13,0
INV0019872,2026-06-23,PROD0007,WH02,54,6,0
INV0019873,2026-06-23,PROD0007,WH03,168,15,0
INV0019874,2026-06-23,PROD0007,WH04,232,23,0
INV0019875,2026-06-23,PROD0007,WH05,432,60,0
INV0019876,2026-06-23,PROD0008,WH01,23,1,500
INV0019877,2026-06-23,PROD0008,WH02,180,25,0
INV0019878,2026-06-23,PROD0008,WH03,242,12,0
INV0019879,2026-06-23,PROD0008,WH04,89,2,0
INV0019880,2026-06-23,PROD0008,WH05,126,15,0
INV0019881,2026-06-23,PROD0009,WH01,236,6,0
INV0019882,2026-06-23,PROD0009,WH02,173,5,0
INV0019883,2026-06-23,PROD0009,WH03,214,12,0
INV0019884,2026-06-23,PROD0009,WH04,271,24,0
INV0019885,2026-06-23,PROD0009,WH05,177,24,0
INV0019886,2026-06-23,PROD0010,WH01,144,8,0
INV0019887,2026-06-23,PROD0010,WH02,199,21,0
INV0019888,2026-06-23,PROD0010,WH03,77,11,0
INV0019889,2026-06-23,PROD0010,WH04,96,13,0
INV0019890,2026-06-23,PROD0010,WH05,336,2,0
INV0019891,2026-06-23,PROD0011,WH01,128,9,0
INV0019892,2026-06-23,PROD0011,WH02,147,0,0
INV0019893,2026-06-23,PROD0011,WH03,271,26,0
INV0019894,2026-06-23,PROD0011,WH04,88,13,0
INV0019895,2026-06-23,PROD0011,WH05,420,43,0
INV0019896,2026-06-23,PROD0012,WH01,285,10,0
INV0019897,2026-06-23,PROD0012,WH02,219,27,0
INV0019898,2026-06-23,PROD0012,WH03,88,6,0
INV0019899,2026-06-23,PROD0012,WH04,285,11,0
INV0019900,2026-06-23,PROD0012,WH05,439,40,0
INV0019901,2026-06-23,PROD0013,WH01,245,35,0
INV0019902,2026-06-23,PROD0013,WH02,149,12,0
INV0019903,2026-06-23,PROD0013,WH03,74,1,0
INV0019904,2026-06-23,PROD0013,WH04,230,24,0
INV0019905,2026-06-23,PROD0013,WH05,79,12,0
INV0019906,2026-06-23,PROD0014,WH01,222,30,0
INV0019907,2026-06-23,PROD0014,WH02,152,21,0
INV0019908,2026-06-23,PROD0014,WH03,222,10,0
INV0019909,2026-06-23,PROD0014,WH04,262,20,0
INV0019910,2026-06-23,PROD0014,WH05,271,26,0
INV0019911,2026-06-23,PROD0015,WH01,275,32,0
INV0019912,2026-06-23,PROD0015,WH02,130,7,0
INV0019913,2026-06-23,PROD0015,WH03,14,2,0
INV0019914,2026-06-23,PROD0015,WH04,127,9,0
INV0019915,2026-06-23,PROD0015,WH05,296,1,0
INV0019916,2026-06-23,PROD0016,WH01,220,22,0
INV0019917,2026-06-23,PROD0016,WH02,182,24,0
INV0019918,2026-06-23,PROD0016,WH03,138,18,0
INV0019919,2026-06-23,PROD0016,WH04,141,12,0
INV0019920,2026-06-23,PROD0016,WH05,172,1,0
INV0019921,2026-06-23,PROD0017,WH01,59,6,0
INV0019922,2026-06-23,PROD0017,WH02,214,27,0
INV0019923,2026-06-23,PROD0017,WH03,273,25,0
INV0019924,2026-06-23,PROD0017,WH04,47,2,0
INV0019925,2026-06-23,PROD0017,WH05,70,1,0
INV0019926,2026-06-23,PROD0018,WH01,221,16,0
INV0019927,2026-06-23,PROD0018,WH02,58,8,0
INV0019928,2026-06-23,PROD0018,WH03,27,3,0
INV0019929,2026-06-23,PROD0018,WH04,135,12,0
INV0019930,2026-06-23,PROD0018,WH05,29,2,0
INV0019931,2026-06-23,PROD0019,WH01,268,27,0
INV0019932,2026-06-23,PROD0019,WH02,246,10,0
INV0019933,2026-06-23,PROD0019,WH03,255,25,0
INV0019934,2026-06-23,PROD0019,WH04,23,2,0
INV0019935,2026-06-23,PROD0019,WH05,387,48,0
INV0019936,2026-06-23,PROD0020,WH01,32,1,0
INV0019937,2026-06-23,PROD0020,WH02,125,18,0
INV0019938,2026-06-23,PROD0020,WH03,151,6,0
INV0019939,2026-06-23,PROD0020,WH04,101,3,0
INV0019940,2026-06-23,PROD0020,WH05,425,52,0
INV0019941,2026-06-23,PROD0021,WH01,206,6,0
INV0019942,2026-06-23,PROD0021,WH02,254,16,0
INV0019943,2026-06-23,PROD0021,WH03,39,3,0
INV0019944,2026-06-23,PROD0021,WH04,146,6,0
INV0019945,2026-06-23,PROD0021,WH05,164,20,0
INV0019946,2026-06-23,PROD0022,WH01,65,4,0
INV0019947,2026-06-23,PROD0022,WH02,264,8,0
INV0019948,2026-06-23,PROD0022,WH03,138,8,0
INV0019949,2026-06-23,PROD0022,WH04,222,8,0
INV0019950,2026-06-23,PROD0022,WH05,242,22,0
INV0019951,2026-06-23,PROD0023,WH01,69,3,0
INV0019952,2026-06-23,PROD0023,WH02,206,19,0
INV0019953,2026-06-23,PROD0023,WH03,77,3,0
INV0019954,2026-06-23,PROD0023,WH04,152,4,0
INV0019955,2026-06-23,PROD0023,WH05,218,26,0
INV0019956,2026-06-23,PROD0024,WH01,215,1,0
INV0019957,2026-06-23,PROD0024,WH02,180,6,0
INV0019958,2026-06-23,PROD0024,WH03,151,11,0
INV0019959,2026-06-23,PROD0024,WH04,232,17,0
INV0019960,2026-06-23,PROD0024,WH05,373,51,0
INV0019961,2026-06-23,PROD0025,WH01,149,13,0
INV0019962,2026-06-23,PROD0025,WH02,187,5,0
INV0019963,2026-06-23,PROD0025,WH03,103,15,0
INV0019964,2026-06-23,PROD0025,WH04,31,0,0
INV0019965,2026-06-23,PROD0025,WH05,80,2,0
INV0019966,2026-06-23,PROD0026,WH01,157,6,0
INV0019967,2026-06-23,PROD0026,WH02,138,14,0
INV0019968,2026-06-23,PROD0026,WH03,129,19,0
INV0019969,2026-06-23,PROD0026,WH04,213,12,0
INV0019970,2026-06-23,PROD0026,WH05,65,1,0
INV0019971,2026-06-23,PROD0027,WH01,67,7,0
INV0019972,2026-06-23,PROD0027,WH02,123,3,0
INV0019973,2026-06-23,PROD0027,WH03,50,1,0
INV0019974,2026-06-23,PROD0027,WH04,68,2,0
INV0019975,2026-06-23,PROD0027,WH05,94,13,0
INV0019976,2026-06-23,PROD0028,WH01,75,3,0
INV0019977,2026-06-23,PROD0028,WH02,70,3,0
INV0019978,2026-06-23,PROD0028,WH03,286,38,0
INV0019979,2026-06-23,PROD0028,WH04,229,24,0
INV0019980,2026-06-23,PROD0028,WH05,417,52,0
INV0019981,2026-06-23,PROD0029,WH01,73,7,0
INV0019982,2026-06-23,PROD0029,WH02,104,11,0
INV0019983,2026-06-23,PROD0029,WH03,241,29,0
INV0019984,2026-06-23,PROD0029,WH04,170,12,0
INV0019985,2026-06-23,PROD0029,WH05,98,12,0
INV0019986,2026-06-23,PROD0030,WH01,78,3,0
INV0019987,2026-06-23,PROD0030,WH02,148,13,0
INV0019988,2026-06-23,PROD0030,WH03,278,19,0
INV0019989,2026-06-23,PROD0030,WH04,116,14,0
INV0019990,2026-06-23,PROD0030,WH05,353,26,0
INV0019991,2026-06-23,PROD0031,WH01,264,27,0
INV0019992,2026-06-23,PROD0031,WH02,239,1,0
INV0019993,2026-06-23,PROD0031,WH03,109,10,0
INV0019994,2026-06-23,PROD0031,WH04,179,8,0
INV0019995,2026-06-23,PROD0031,WH05,309,34,0
INV0019996,2026-06-23,PROD0032,WH01,150,9,0
INV0019997,2026-06-23,PROD0032,WH02,245,12,0
INV0019998,2026-06-23,PROD0032,WH03,243,5,0
INV0019999,2026-06-23,PROD0032,WH04,152,17,0
INV0020000,2026-06-23,PROD0032,WH05,141,4,0
INV0020001,2026-06-23,PROD0033,WH01,134,6,0
INV0020002,2026-06-23,PROD0033,WH02,241,26,0
INV0020003,2026-06-23,PROD0033,WH03,85,9,0
INV0020004,2026-06-23,PROD0033,WH04,207,14,0
INV0020005,2026-06-23,PROD0033,WH05,86,3,0
INV0020006,2026-06-23,PROD0034,WH01,275,19,0
INV0020007,2026-06-23,PROD0034,WH02,76,11,0
INV0020008,2026-06-23,PROD0034,WH03,59,3,0
INV0020009,2026-06-23,PROD0034,WH04,36,0,0
INV0020010,2026-06-23,PROD0034,WH05,61,8,0
INV0020011,2026-06-23,PROD0035,WH01,140,5,0
INV0020012,2026-06-23,PROD0035,WH02,146,15,0
INV0020013,2026-06-23,PROD0035,WH03,35,2,0
INV0020014,2026-06-23,PROD0035,WH04,80,2,0
INV0020015,2026-06-23,PROD0035,WH05,252,7,0
INV0020016,2026-06-23,PROD0036,WH01,86,10,0
INV0020017,2026-06-23,PROD0036,WH02,30,4,0
INV0020018,2026-06-23,PROD0036,WH03,83,7,0
INV0020019,2026-06-23,PROD0036,WH04,141,8,0
INV0020020,2026-06-23,PROD0036,WH05,315,0,0
INV0020021,2026-06-23,PROD0037,WH01,73,11,0
INV0020022,2026-06-23,PROD0037,WH02,156,22,0
INV0020023,2026-06-23,PROD0037,WH03,100,13,0
INV0020024,2026-06-23,PROD0037,WH04,158,6,0
INV0020025,2026-06-23,PROD0037,WH05,76,5,0
INV0020026,2026-06-23,PROD0038,WH01,49,6,0
INV0020027,2026-06-23,PROD0038,WH02,48,7,0
INV0020028,2026-06-23,PROD0038,WH03,70,8,0
INV0020029,2026-06-23,PROD0038,WH04,197,13,0
INV0020030,2026-06-23,PROD0038,WH05,214,10,0
INV0020031,2026-06-23,PROD0039,WH01,94,3,0
INV0020032,2026-06-23,PROD0039,WH02,129,16,0
INV0020033,2026-06-23,PROD0039,WH03,188,14,0
INV0020034,2026-06-23,PROD0039,WH04,157,2,0
INV0020035,2026-06-23,PROD0039,WH05,303,36,0
INV0020036,2026-06-23,PROD0040,WH01,172,16,0
INV0020037,2026-06-23,PROD0040,WH02,218,4,0
INV0020038,2026-06-23,PROD0040,WH03,220,9,0
INV0020039,2026-06-23,PROD0040,WH04,275,3,0
INV0020040,2026-06-23,PROD0040,WH05,161,14,0
INV0020041,2026-06-23,PROD0041,WH01,32,2,0
INV0020042,2026-06-23,PROD0041,WH02,252,34,0
INV0020043,2026-06-23,PROD0041,WH03,85,9,0
INV0020044,2026-06-23,PROD0041,WH04,45,2,0
INV0020045,2026-06-23,PROD0041,WH05,387,28,0
INV0020046,2026-06-23,PROD0042,WH01,243,7,0
INV0020047,2026-06-23,PROD0042,WH02,182,8,0
INV0020048,2026-06-23,PROD0042,WH03,102,15,0
INV0020049,2026-06-23,PROD0042,WH04,184,27,0
INV0020050,2026-06-23,PROD0042,WH05,322,18,0
INV0020051,2026-06-23,PROD0043,WH01,177,1,0
INV0020052,2026-06-23,PROD0043,WH02,221,30,0
INV0020053,2026-06-23,PROD0043,WH03,29,1,0
INV0020054,2026-06-23,PROD0043,WH04,266,21,0
INV0020055,2026-06-23,PROD0043,WH05,409,25,0
INV0020056,2026-06-23,PROD0044,WH01,241,8,0
INV0020057,2026-06-23,PROD0044,WH02,76,2,0
INV0020058,2026-06-23,PROD0044,WH03,215,23,0
INV0020059,2026-06-23,PROD0044,WH04,83,3,0
INV0020060,2026-06-23,PROD0044,WH05,77,3,0
INV0020061,2026-06-23,PROD0045,WH01,37,3,0
INV0020062,2026-06-23,PROD0045,WH02,120,6,0
INV0020063,2026-06-23,PROD0045,WH03,24,2,0
INV0020064,2026-06-23,PROD0045,WH04,154,6,0
INV0020065,2026-06-23,PROD0045,WH05,246,35,0
INV0020066,2026-06-23,PROD0046,WH01,21,1,100
INV0020067,2026-06-23,PROD0046,WH02,217,15,0
INV0020068,2026-06-23,PROD0046,WH03,34,5,0
INV0020069,2026-06-23,PROD0046,WH04,228,1,0
INV0020070,2026-06-23,PROD0046,WH05,191,16,0
INV0020071,2026-06-23,PROD0047,WH01,82,7,0
INV0020072,2026-06-23,PROD0047,WH02,246,12,0
INV0020073,2026-06-23,PROD0047,WH03,82,1,0
INV0020074,2026-06-23,PROD0047,WH04,266,12,0
INV0020075,2026-06-23,PROD0047,WH05,260,35,0
INV0020076,2026-06-23,PROD0048,WH01,91,11,0
INV0020077,2026-06-23,PROD0048,WH02,182,11,0
INV0020078,2026-06-23,PROD0048,WH03,158,15,0
INV0020079,2026-06-23,PROD0048,WH04,261,24,0
INV0020080,2026-06-23,PROD0048,WH05,259,5,0
INV0020081,2026-06-23,PROD0049,WH01,260,28,0
INV0020082,2026-06-23,PROD0049,WH02,228,22,0
INV0020083,2026-06-23,PROD0049,WH03,105,9,0
INV0020084,2026-06-23,PROD0049,WH04,235,6,0
INV0020085,2026-06-23,PROD0049,WH05,91,10,0
INV0020086,2026-06-23,PROD0050,WH01,135,9,0
INV0020087,2026-06-23,PROD0050,WH02,103,6,0
INV0020088,2026-06-23,PROD0050,WH03,47,7,0
INV0020089,2026-06-23,PROD0050,WH04,72,5,0
INV0020090,2026-06-23,PROD0050,WH05,299,23,0
INV0020091,2026-06-23,PROD0051,WH01,274,23,0
INV0020092,2026-06-23,PROD0051,WH02,256,29,0
INV0020093,2026-06-23,PROD0051,WH03,118,12,0
INV0020094,2026-06-23,PROD0051,WH04,97,12,0
INV0020095,2026-06-23,PROD0051,WH05,337,21,0
INV0020096,2026-06-23,PROD0052,WH01,91,0,0
INV0020097,2026-06-23,PROD0052,WH02,106,11,0
INV0020098,2026-06-23,PROD0052,WH03,150,2,0
INV0020099,2026-06-23,PROD0052,WH04,118,6,0
INV0020100,2026-06-23,PROD0052,WH05,161,18,0
INV0020101,2026-06-23,PROD0053,WH01,109,5,0
INV0020102,2026-06-23,PROD0053,WH02,131,1,0
INV0020103,2026-06-23,PROD0053,WH03,291,18,0
INV0020104,2026-06-23,PROD0053,WH04,28,2,0
INV0020105,2026-06-23,PROD0053,WH05,253,33,0
INV0020106,2026-06-23,PROD0054,WH01,143,14,0
INV0020107,2026-06-23,PROD0054,WH02,213,15,0
INV0020108,2026-06-23,PROD0054,WH03,134,6,0
INV0020109,2026-06-23,PROD0054,WH04,56,7,0
INV0020110,2026-06-23,PROD0054,WH05,382,3,0
INV0020111,2026-06-23,PROD0055,WH01,101,7,0
INV0020112,2026-06-23,PROD0055,WH02,242,17,0
INV0020113,2026-06-23,PROD0055,WH03,250,32,0
INV0020114,2026-06-23,PROD0055,WH04,243,34,0
INV0020115,2026-06-23,PROD0055,WH05,189,15,0
INV0020116,2026-06-23,PROD0056,WH01,504,69,0
INV0020117,2026-06-23,PROD0056,WH02,253,7,0
INV0020118,2026-06-23,PROD0056,WH03,160,2,0
INV0020119,2026-06-23,PROD0056,WH04,48,0,0
INV0020120,2026-06-23,PROD0056,WH05,65,4,0
